datetime,powerConsumptionTotal_MW,fossilFree_%,renewable_%,isEstimated,estimationMethod
2024-01-01 00:00:00+00:00,21432,80,44,False,
2024-01-01 01:00:00+00:00,20347,79,42,False,
2024-01-01 02:00:00+00:00,19132,78,40,False,
2024-01-01 03:00:00+00:00,18315,78,39,False,
2024-01-01 04:00:00+00:00,17933,77,38,False,
2024-01-01 05:00:00+00:00,18005,77,38,False,
2024-01-01 06:00:00+00:00,18367,78,40,False,
2024-01-01 07:00:00+00:00,18465,78,41,False,
2024-01-01 08:00:00+00:00,18600,78,42,False,
2024-01-01 09:00:00+00:00,19559,83,49,False,
2024-01-01 10:00:00+00:00,20917,87,57,False,
2024-01-01 11:00:00+00:00,21196,89,61,False,
2024-01-01 12:00:00+00:00,21302,89,63,False,
2024-01-01 13:00:00+00:00,21574,89,65,False,
2024-01-01 14:00:00+00:00,20834,89,66,False,
2024-01-01 15:00:00+00:00,20727,88,63,False,
2024-01-01 16:00:00+00:00,21839,84,53,False,
2024-01-01 17:00:00+00:00,24217,85,52,False,
2024-01-01 18:00:00+00:00,25897,87,57,False,
2024-01-01 19:00:00+00:00,26912,88,58,False,
2024-01-01 20:00:00+00:00,27491,88,58,False,
2024-01-01 21:00:00+00:00,26243,88,57,False,
2024-01-01 22:00:00+00:00,24020,87,54,False,
2024-01-01 23:00:00+00:00,21781,85,51,False,
2024-01-02 00:00:00+00:00,20027,85,51,False,
2024-01-02 01:00:00+00:00,18929,84,51,False,
2024-01-02 02:00:00+00:00,18372,84,51,False,
2024-01-02 03:00:00+00:00,18277,85,50,False,
2024-01-02 04:00:00+00:00,18744,84,50,False,
2024-01-02 05:00:00+00:00,20891,84,51,False,
2024-01-02 06:00:00+00:00,24412,84,52,False,
2024-01-02 07:00:00+00:00,27349,86,56,False,
2024-01-02 08:00:00+00:00,29202,88,62,False,
2024-01-02 09:00:00+00:00,30232,91,67,False,
2024-01-02 10:00:00+00:00,30149,91,69,False,
2024-01-02 11:00:00+00:00,30102,91,68,False,
2024-01-02 12:00:00+00:00,30454,91,69,False,
2024-01-02 13:00:00+00:00,30776,91,70,False,
2024-01-02 14:00:00+00:00,30392,92,71,False,
2024-01-02 15:00:00+00:00,30132,91,68,False,
2024-01-02 16:00:00+00:00,30477,88,66,False,
2024-01-02 17:00:00+00:00,31894,87,65,False,
2024-01-02 18:00:00+00:00,32493,88,67,False,
2024-01-02 19:00:00+00:00,32905,89,65,False,
2024-01-02 20:00:00+00:00,32901,89,64,False,
2024-01-02 21:00:00+00:00,30361,89,64,False,
2024-01-02 22:00:00+00:00,27244,90,62,False,
2024-01-02 23:00:00+00:00,24922,89,61,False,
2024-01-03 00:00:00+00:00,23068,90,61,False,
2024-01-03 01:00:00+00:00,21662,89,60,False,
2024-01-03 02:00:00+00:00,20985,90,59,False,
2024-01-03 03:00:00+00:00,20713,89,59,False,
2024-01-03 04:00:00+00:00,21083,89,59,False,
2024-01-03 05:00:00+00:00,22893,89,59,False,
2024-01-03 06:00:00+00:00,25818,88,59,False,
2024-01-03 07:00:00+00:00,28482,89,61,False,
2024-01-03 08:00:00+00:00,30211,90,63,False,
2024-01-03 09:00:00+00:00,30998,91,65,False,
2024-01-03 10:00:00+00:00,30867,91,66,False,
2024-01-03 11:00:00+00:00,30249,91,66,False,
2024-01-03 12:00:00+00:00,30670,91,66,False,
2024-01-03 13:00:00+00:00,30780,90,65,False,
2024-01-03 14:00:00+00:00,30078,88,63,False,
2024-01-03 15:00:00+00:00,29743,85,58,False,
2024-01-03 16:00:00+00:00,29920,81,54,False,
2024-01-03 17:00:00+00:00,31142,80,53,False,
2024-01-03 18:00:00+00:00,31796,80,53,False,
2024-01-03 19:00:00+00:00,32228,81,54,False,
2024-01-03 20:00:00+00:00,32106,81,54,False,
2024-01-03 21:00:00+00:00,29881,81,54,False,
2024-01-03 22:00:00+00:00,27149,82,53,False,
2024-01-03 23:00:00+00:00,24782,83,51,False,
2024-01-04 00:00:00+00:00,22899,83,50,False,
2024-01-04 01:00:00+00:00,21510,84,49,False,
2024-01-04 02:00:00+00:00,20909,83,48,False,
2024-01-04 03:00:00+00:00,20604,84,47,False,
2024-01-04 04:00:00+00:00,20974,83,47,False,
2024-01-04 05:00:00+00:00,22783,83,47,False,
2024-01-04 06:00:00+00:00,25857,83,50,False,
2024-01-04 07:00:00+00:00,28514,84,54,False,
2024-01-04 08:00:00+00:00,30207,83,55,False,
2024-01-04 09:00:00+00:00,31065,83,55,False,
2024-01-04 10:00:00+00:00,31111,83,56,False,
2024-01-04 11:00:00+00:00,31029,84,56,False,
2024-01-04 12:00:00+00:00,31309,83,55,False,
2024-01-04 13:00:00+00:00,31388,83,55,False,
2024-01-04 14:00:00+00:00,30621,82,55,False,
2024-01-04 15:00:00+00:00,30340,80,53,False,
2024-01-04 16:00:00+00:00,30378,79,51,False,
2024-01-04 17:00:00+00:00,31370,77,49,False,
2024-01-04 18:00:00+00:00,31901,78,51,False,
2024-01-04 19:00:00+00:00,32312,77,50,False,
2024-01-04 20:00:00+00:00,32257,77,49,False,
2024-01-04 21:00:00+00:00,29855,78,48,False,
2024-01-04 22:00:00+00:00,27106,79,46,False,
2024-01-04 23:00:00+00:00,24830,79,44,False,
2024-01-05 00:00:00+00:00,22806,81,47,False,
2024-01-05 01:00:00+00:00,21437,81,47,False,
2024-01-05 02:00:00+00:00,20721,80,46,False,
2024-01-05 03:00:00+00:00,20364,81,48,False,
2024-01-05 04:00:00+00:00,20688,81,51,False,
2024-01-05 05:00:00+00:00,22285,82,54,False,
2024-01-05 06:00:00+00:00,25124,84,58,False,
2024-01-05 07:00:00+00:00,27582,86,62,False,
2024-01-05 08:00:00+00:00,29249,87,65,False,
2024-01-05 09:00:00+00:00,29907,89,68,False,
2024-01-05 10:00:00+00:00,29742,91,71,False,
2024-01-05 11:00:00+00:00,29715,92,73,False,
2024-01-05 12:00:00+00:00,29671,93,74,False,
2024-01-05 13:00:00+00:00,29594,92,74,False,
2024-01-05 14:00:00+00:00,28783,93,74,False,
2024-01-05 15:00:00+00:00,28308,92,73,False,
2024-01-05 16:00:00+00:00,28365,89,69,False,
2024-01-05 17:00:00+00:00,29256,88,67,False,
2024-01-05 18:00:00+00:00,29466,88,67,False,
2024-01-05 19:00:00+00:00,29686,87,67,False,
2024-01-05 20:00:00+00:00,29781,86,66,False,
2024-01-05 21:00:00+00:00,28018,87,66,False,
2024-01-05 22:00:00+00:00,26003,87,64,False,
2024-01-05 23:00:00+00:00,24325,87,63,False,
2024-01-06 00:00:00+00:00,22559,86,63,False,
2024-01-06 01:00:00+00:00,20935,87,62,False,
2024-01-06 02:00:00+00:00,19997,87,62,False,
2024-01-06 03:00:00+00:00,19601,87,62,False,
2024-01-06 04:00:00+00:00,19459,86,61,False,
2024-01-06 05:00:00+00:00,19696,86,61,False,
2024-01-06 06:00:00+00:00,20328,86,60,False,
2024-01-06 07:00:00+00:00,21010,86,60,False,
2024-01-06 08:00:00+00:00,22203,87,63,False,
2024-01-06 09:00:00+00:00,23876,92,70,False,
2024-01-06 10:00:00+00:00,24475,93,73,False,
2024-01-06 11:00:00+00:00,24460,93,74,False,
2024-01-06 12:00:00+00:00,24467,93,73,False,
2024-01-06 13:00:00+00:00,24362,93,73,False,
2024-01-06 14:00:00+00:00,23467,93,73,False,
2024-01-06 15:00:00+00:00,23318,91,71,False,
2024-01-06 16:00:00+00:00,23999,87,64,False,
2024-01-06 17:00:00+00:00,25875,84,61,False,
2024-01-06 18:00:00+00:00,27152,83,61,False,
2024-01-06 19:00:00+00:00,27868,84,62,False,
2024-01-06 20:00:00+00:00,28482,85,63,False,
2024-01-06 21:00:00+00:00,27560,85,62,False,
2024-01-06 22:00:00+00:00,25804,86,62,False,
2024-01-06 23:00:00+00:00,23808,85,59,False,
2024-01-07 00:00:00+00:00,21890,84,57,False,
2024-01-07 01:00:00+00:00,20350,84,57,False,
2024-01-07 02:00:00+00:00,19447,84,56,False,
2024-01-07 03:00:00+00:00,18990,83,56,False,
2024-01-07 04:00:00+00:00,18973,83,56,False,
2024-01-07 05:00:00+00:00,19450,84,56,False,
2024-01-07 06:00:00+00:00,20338,84,56,False,
2024-01-07 07:00:00+00:00,21200,83,56,False,
2024-01-07 08:00:00+00:00,22439,84,58,False,
2024-01-07 09:00:00+00:00,23942,89,67,False,
2024-01-07 10:00:00+00:00,24485,92,71,False,
2024-01-07 11:00:00+00:00,24436,92,72,False,
2024-01-07 12:00:00+00:00,24806,92,72,False,
2024-01-07 13:00:00+00:00,25589,92,73,False,
2024-01-07 14:00:00+00:00,25022,92,72,False,
2024-01-07 15:00:00+00:00,24827,89,69,False,
2024-01-07 16:00:00+00:00,25462,84,63,False,
2024-01-07 17:00:00+00:00,28023,83,60,False,
2024-01-07 18:00:00+00:00,29990,83,61,False,
2024-01-07 19:00:00+00:00,31172,84,60,False,
2024-01-07 20:00:00+00:00,31667,86,60,False,
2024-01-07 21:00:00+00:00,29776,86,59,False,
2024-01-07 22:00:00+00:00,26958,84,58,False,
2024-01-07 23:00:00+00:00,24411,82,56,False,
2024-01-08 00:00:00+00:00,22437,82,55,False,
2024-01-08 01:00:00+00:00,21316,82,55,False,
2024-01-08 02:00:00+00:00,20910,82,55,False,
2024-01-08 03:00:00+00:00,20747,81,54,False,
2024-01-08 04:00:00+00:00,21396,80,53,False,
2024-01-08 05:00:00+00:00,24002,79,54,False,
2024-01-08 06:00:00+00:00,28783,77,54,False,
2024-01-08 07:00:00+00:00,33108,74,53,False,
2024-01-08 08:00:00+00:00,33865,75,56,False,
2024-01-08 09:00:00+00:00,33864,79,61,False,
2024-01-08 10:00:00+00:00,33037,82,63,False,
2024-01-08 11:00:00+00:00,32505,81,63,False,
2024-01-08 12:00:00+00:00,32229,82,63,False,
2024-01-08 13:00:00+00:00,32166,81,62,False,
2024-01-08 14:00:00+00:00,32549,79,60,False,
2024-01-08 15:00:00+00:00,32857,73,54,False,
2024-01-08 16:00:00+00:00,33751,67,47,False,
2024-01-08 17:00:00+00:00,35313,65,44,False,
2024-01-08 18:00:00+00:00,36425,66,45,False,
2024-01-08 19:00:00+00:00,37308,66,45,False,
2024-01-08 20:00:00+00:00,36876,65,43,False,
2024-01-08 21:00:00+00:00,33452,64,40,False,
2024-01-08 22:00:00+00:00,29790,65,39,False,
2024-01-08 23:00:00+00:00,26997,65,35,False,
2024-01-09 00:00:00+00:00,24939,64,33,False,
2024-01-09 01:00:00+00:00,23597,64,31,False,
2024-01-09 02:00:00+00:00,23019,63,30,False,
2024-01-09 03:00:00+00:00,22884,62,28,False,
2024-01-09 04:00:00+00:00,23407,62,28,False,
2024-01-09 05:00:00+00:00,25728,59,29,False,
2024-01-09 06:00:00+00:00,30255,54,31,False,
2024-01-09 07:00:00+00:00,34046,54,34,False,
2024-01-09 08:00:00+00:00,34847,54,34,False,
2024-01-09 09:00:00+00:00,35110,59,39,False,
2024-01-09 10:00:00+00:00,34632,60,41,False,
2024-01-09 11:00:00+00:00,34257,60,41,False,
2024-01-09 12:00:00+00:00,34467,60,39,False,
2024-01-09 13:00:00+00:00,34556,59,39,False,
2024-01-09 14:00:00+00:00,34303,56,36,False,
2024-01-09 15:00:00+00:00,34254,53,34,False,
2024-01-09 16:00:00+00:00,34592,52,32,False,
2024-01-09 17:00:00+00:00,35859,52,33,False,
2024-01-09 18:00:00+00:00,36911,52,33,False,
2024-01-09 19:00:00+00:00,37394,54,33,False,
2024-01-09 20:00:00+00:00,36940,54,32,False,
2024-01-09 21:00:00+00:00,33642,53,30,False,
2024-01-09 22:00:00+00:00,29834,54,31,False,
2024-01-09 23:00:00+00:00,27194,60,32,False,
2024-01-10 00:00:00+00:00,25183,62,33,False,
2024-01-10 01:00:00+00:00,23712,62,32,False,
2024-01-10 02:00:00+00:00,23127,63,33,False,
2024-01-10 03:00:00+00:00,23002,64,34,False,
2024-01-10 04:00:00+00:00,23427,62,33,False,
2024-01-10 05:00:00+00:00,25847,59,34,False,
2024-01-10 06:00:00+00:00,30335,59,36,False,
2024-01-10 07:00:00+00:00,33877,59,38,False,
2024-01-10 08:00:00+00:00,34856,60,41,False,
2024-01-10 09:00:00+00:00,35602,62,43,False,
2024-01-10 10:00:00+00:00,35546,64,45,False,
2024-01-10 11:00:00+00:00,35449,64,45,False,
2024-01-10 12:00:00+00:00,35685,66,47,False,
2024-01-10 13:00:00+00:00,35469,67,48,False,
2024-01-10 14:00:00+00:00,34917,66,47,False,
2024-01-10 15:00:00+00:00,34579,65,45,False,
2024-01-10 16:00:00+00:00,34587,61,41,False,
2024-01-10 17:00:00+00:00,35519,58,39,False,
2024-01-10 18:00:00+00:00,36692,59,40,False,
2024-01-10 19:00:00+00:00,37327,60,41,False,
2024-01-10 20:00:00+00:00,36641,60,41,False,
2024-01-10 21:00:00+00:00,33281,62,42,False,
2024-01-10 22:00:00+00:00,29684,65,42,False,
2024-01-10 23:00:00+00:00,27085,69,45,False,
2024-01-11 00:00:00+00:00,25114,72,46,False,
2024-01-11 01:00:00+00:00,23759,72,46,False,
2024-01-11 02:00:00+00:00,23178,71,45,False,
2024-01-11 03:00:00+00:00,22987,70,45,False,
2024-01-11 04:00:00+00:00,23420,70,44,False,
2024-01-11 05:00:00+00:00,25775,67,42,False,
2024-01-11 06:00:00+00:00,30321,65,42,False,
2024-01-11 07:00:00+00:00,33927,64,44,False,
2024-01-11 08:00:00+00:00,34793,65,46,False,
2024-01-11 09:00:00+00:00,35141,69,49,False,
2024-01-11 10:00:00+00:00,34408,72,53,False,
2024-01-11 11:00:00+00:00,33548,74,54,False,
2024-01-11 12:00:00+00:00,33559,74,55,False,
2024-01-11 13:00:00+00:00,33216,75,55,False,
2024-01-11 14:00:00+00:00,32926,74,55,False,
2024-01-11 15:00:00+00:00,32876,72,53,False,
2024-01-11 16:00:00+00:00,33457,65,45,False,
2024-01-11 17:00:00+00:00,35138,60,42,False,
2024-01-11 18:00:00+00:00,36678,61,43,False,
2024-01-11 19:00:00+00:00,37415,62,43,False,
2024-01-11 20:00:00+00:00,36961,61,42,False,
2024-01-11 21:00:00+00:00,33850,63,43,False,
2024-01-11 22:00:00+00:00,30329,67,45,False,
2024-01-11 23:00:00+00:00,27620,68,43,False,
2024-01-12 00:00:00+00:00,25490,68,42,False,
2024-01-12 01:00:00+00:00,24191,68,41,False,
2024-01-12 02:00:00+00:00,23734,68,40,False,
2024-01-12 03:00:00+00:00,23517,68,40,False,
2024-01-12 04:00:00+00:00,23986,66,39,False,
2024-01-12 05:00:00+00:00,26407,66,41,False,
2024-01-12 06:00:00+00:00,31013,66,45,False,
2024-01-12 07:00:00+00:00,34602,67,47,False,
2024-01-12 08:00:00+00:00,35502,68,49,False,
2024-01-12 09:00:00+00:00,35410,74,55,False,
2024-01-12 10:00:00+00:00,34464,76,57,False,
2024-01-12 11:00:00+00:00,33783,76,56,False,
2024-01-12 12:00:00+00:00,33244,75,55,False,
2024-01-12 13:00:00+00:00,32631,76,55,False,
2024-01-12 14:00:00+00:00,32259,75,55,False,
2024-01-12 15:00:00+00:00,32343,73,53,False,
2024-01-12 16:00:00+00:00,33881,66,47,False,
2024-01-12 17:00:00+00:00,34739,64,44,False,
2024-01-12 18:00:00+00:00,35618,63,44,False,
2024-01-12 19:00:00+00:00,35925,62,43,False,
2024-01-12 20:00:00+00:00,35490,61,41,False,
2024-01-12 21:00:00+00:00,32871,64,44,False,
2024-01-12 22:00:00+00:00,29967,69,46,False,
2024-01-12 23:00:00+00:00,27697,75,50,False,
2024-01-13 00:00:00+00:00,25624,77,51,False,
2024-01-13 01:00:00+00:00,24136,78,51,False,
2024-01-13 02:00:00+00:00,23117,78,50,False,
2024-01-13 03:00:00+00:00,22501,79,50,False,
2024-01-13 04:00:00+00:00,22358,80,51,False,
2024-01-13 05:00:00+00:00,22705,79,51,False,
2024-01-13 06:00:00+00:00,24167,78,52,False,
2024-01-13 07:00:00+00:00,25865,79,54,False,
2024-01-13 08:00:00+00:00,28027,80,56,False,
2024-01-13 09:00:00+00:00,29704,81,59,False,
2024-01-13 10:00:00+00:00,29971,83,62,False,
2024-01-13 11:00:00+00:00,29557,86,64,False,
2024-01-13 12:00:00+00:00,29514,85,63,False,
2024-01-13 13:00:00+00:00,29680,84,62,False,
2024-01-13 14:00:00+00:00,29071,81,59,False,
2024-01-13 15:00:00+00:00,28640,77,54,False,
2024-01-13 16:00:00+00:00,28673,75,52,False,
2024-01-13 17:00:00+00:00,30062,74,52,False,
2024-01-13 18:00:00+00:00,31183,74,53,False,
2024-01-13 19:00:00+00:00,31480,75,54,False,
2024-01-13 20:00:00+00:00,31477,75,53,False,
2024-01-13 21:00:00+00:00,29709,75,52,False,
2024-01-13 22:00:00+00:00,27457,77,53,False,
2024-01-13 23:00:00+00:00,25260,78,51,False,
2024-01-14 00:00:00+00:00,23116,79,51,False,
2024-01-14 01:00:00+00:00,21613,79,51,False,
2024-01-14 02:00:00+00:00,20586,80,51,False,
2024-01-14 03:00:00+00:00,20088,80,52,False,
2024-01-14 04:00:00+00:00,19947,82,53,False,
2024-01-14 05:00:00+00:00,20206,82,54,False,
2024-01-14 06:00:00+00:00,21016,82,55,False,
2024-01-14 07:00:00+00:00,21826,81,54,False,
2024-01-14 08:00:00+00:00,23434,84,58,False,
2024-01-14 09:00:00+00:00,25535,86,63,False,
2024-01-14 10:00:00+00:00,26601,88,68,False,
2024-01-14 11:00:00+00:00,26939,89,69,False,
2024-01-14 12:00:00+00:00,27543,89,70,False,
2024-01-14 13:00:00+00:00,28173,90,72,False,
2024-01-14 14:00:00+00:00,27183,89,71,False,
2024-01-14 15:00:00+00:00,26456,87,69,False,
2024-01-14 16:00:00+00:00,26399,84,65,False,
2024-01-14 17:00:00+00:00,28069,83,64,False,
2024-01-14 18:00:00+00:00,29808,83,64,False,
2024-01-14 19:00:00+00:00,30795,83,65,False,
2024-01-14 20:00:00+00:00,30742,84,64,False,
2024-01-14 21:00:00+00:00,28956,84,64,False,
2024-01-14 22:00:00+00:00,26639,84,63,False,
2024-01-14 23:00:00+00:00,24242,81,59,False,
2024-01-15 00:00:00+00:00,22548,80,58,False,
2024-01-15 01:00:00+00:00,21543,81,58,False,
2024-01-15 02:00:00+00:00,21124,80,57,False,
2024-01-15 03:00:00+00:00,20920,80,57,False,
2024-01-15 04:00:00+00:00,21691,80,57,False,
2024-01-15 05:00:00+00:00,24480,80,58,False,
2024-01-15 06:00:00+00:00,29061,79,60,False,
2024-01-15 07:00:00+00:00,32649,80,62,False,
2024-01-15 08:00:00+00:00,33517,79,61,False,
2024-01-15 09:00:00+00:00,34109,80,62,False,
2024-01-15 10:00:00+00:00,33922,81,61,False,
2024-01-15 11:00:00+00:00,33772,83,62,False,
2024-01-15 12:00:00+00:00,33978,85,63,False,
2024-01-15 13:00:00+00:00,33592,83,63,False,
2024-01-15 14:00:00+00:00,32908,82,63,False,
2024-01-15 15:00:00+00:00,32434,79,61,False,
2024-01-15 16:00:00+00:00,32426,77,60,False,
2024-01-15 17:00:00+00:00,33427,76,59,False,
2024-01-15 18:00:00+00:00,34571,75,59,False,
2024-01-15 19:00:00+00:00,35174,75,57,False,
2024-01-15 20:00:00+00:00,34662,76,57,False,
2024-01-15 21:00:00+00:00,31520,78,59,False,
2024-01-15 22:00:00+00:00,28080,80,59,False,
2024-01-15 23:00:00+00:00,25851,81,60,False,
2024-01-16 00:00:00+00:00,24146,80,58,False,
2024-01-16 01:00:00+00:00,22962,80,58,False,
2024-01-16 02:00:00+00:00,22377,80,58,False,
2024-01-16 03:00:00+00:00,22235,81,58,False,
2024-01-16 04:00:00+00:00,22780,80,59,False,
2024-01-16 05:00:00+00:00,25049,79,58,False,
2024-01-16 06:00:00+00:00,29401,77,58,False,
2024-01-16 07:00:00+00:00,32540,78,60,False,
2024-01-16 08:00:00+00:00,32912,81,63,False,
2024-01-16 09:00:00+00:00,32896,83,66,False,
2024-01-16 10:00:00+00:00,32791,85,67,False,
2024-01-16 11:00:00+00:00,32767,87,70,False,
2024-01-16 12:00:00+00:00,32863,87,70,False,
2024-01-16 13:00:00+00:00,32710,87,70,False,
2024-01-16 14:00:00+00:00,32409,87,69,False,
2024-01-16 15:00:00+00:00,32019,86,67,False,
2024-01-16 16:00:00+00:00,32060,86,67,False,
2024-01-16 17:00:00+00:00,33253,87,68,False,
2024-01-16 18:00:00+00:00,34452,86,69,False,
2024-01-16 19:00:00+00:00,35180,87,70,False,
2024-01-16 20:00:00+00:00,34572,87,69,False,
2024-01-16 21:00:00+00:00,30976,88,68,False,
2024-01-16 22:00:00+00:00,27806,88,67,False,
2024-01-16 23:00:00+00:00,25939,90,68,False,
2024-01-17 00:00:00+00:00,24461,89,68,False,
2024-01-17 01:00:00+00:00,23237,89,67,False,
2024-01-17 02:00:00+00:00,22678,90,68,False,
2024-01-17 03:00:00+00:00,22565,90,68,False,
2024-01-17 04:00:00+00:00,22961,90,68,False,
2024-01-17 05:00:00+00:00,25118,89,68,False,
2024-01-17 06:00:00+00:00,29122,90,71,False,
2024-01-17 07:00:00+00:00,32111,91,71,False,
2024-01-17 08:00:00+00:00,32644,92,72,False,
2024-01-17 09:00:00+00:00,32697,93,74,False,
2024-01-17 10:00:00+00:00,32143,93,75,False,
2024-01-17 11:00:00+00:00,31958,93,75,False,
2024-01-17 12:00:00+00:00,32329,93,77,False,
2024-01-17 13:00:00+00:00,31718,94,78,False,
2024-01-17 14:00:00+00:00,30717,94,78,False,
2024-01-17 15:00:00+00:00,30646,93,77,False,
2024-01-17 16:00:00+00:00,31032,91,75,False,
2024-01-17 17:00:00+00:00,32182,91,74,False,
2024-01-17 18:00:00+00:00,33736,90,74,False,
2024-01-17 19:00:00+00:00,34426,90,74,False,
2024-01-17 20:00:00+00:00,34105,90,74,False,
2024-01-17 21:00:00+00:00,31043,91,73,False,
2024-01-17 22:00:00+00:00,28013,91,73,False,
2024-01-17 23:00:00+00:00,25839,90,71,False,
2024-01-18 00:00:00+00:00,24171,90,70,False,
2024-01-18 01:00:00+00:00,23118,90,69,False,
2024-01-18 02:00:00+00:00,22647,90,68,False,
2024-01-18 03:00:00+00:00,22486,90,68,False,
2024-01-18 04:00:00+00:00,22808,89,68,False,
2024-01-18 05:00:00+00:00,25086,90,69,False,
2024-01-18 06:00:00+00:00,29008,90,71,False,
2024-01-18 07:00:00+00:00,31780,90,72,False,
2024-01-18 08:00:00+00:00,32007,90,73,False,
2024-01-18 09:00:00+00:00,31545,92,74,False,
2024-01-18 10:00:00+00:00,30940,92,75,False,
2024-01-18 11:00:00+00:00,30587,92,75,False,
2024-01-18 12:00:00+00:00,30664,92,75,False,
2024-01-18 13:00:00+00:00,30555,92,75,False,
2024-01-18 14:00:00+00:00,30232,90,73,False,
2024-01-18 15:00:00+00:00,30222,86,68,False,
2024-01-18 16:00:00+00:00,30453,79,61,False,
2024-01-18 17:00:00+00:00,31598,76,58,False,
2024-01-18 18:00:00+00:00,32911,75,55,False,
2024-01-18 19:00:00+00:00,33668,74,52,False,
2024-01-18 20:00:00+00:00,33309,74,51,False,
2024-01-18 21:00:00+00:00,30453,77,52,False,
2024-01-18 22:00:00+00:00,27585,79,54,False,
2024-01-18 23:00:00+00:00,25751,81,55,False,
2024-01-19 00:00:00+00:00,24114,82,56,False,
2024-01-19 01:00:00+00:00,22863,82,56,False,
2024-01-19 02:00:00+00:00,22528,83,57,False,
2024-01-19 03:00:00+00:00,22407,83,58,False,
2024-01-19 04:00:00+00:00,22705,85,61,False,
2024-01-19 05:00:00+00:00,24977,86,63,False,
2024-01-19 06:00:00+00:00,28933,87,65,False,
2024-01-19 07:00:00+00:00,31807,87,66,False,
2024-01-19 08:00:00+00:00,32781,87,67,False,
2024-01-19 09:00:00+00:00,33759,87,68,False,
2024-01-19 10:00:00+00:00,34106,88,69,False,
2024-01-19 11:00:00+00:00,34471,89,70,False,
2024-01-19 12:00:00+00:00,34495,89,70,False,
2024-01-19 13:00:00+00:00,33967,88,69,False,
2024-01-19 14:00:00+00:00,33164,88,69,False,
2024-01-19 15:00:00+00:00,32490,88,68,False,
2024-01-19 16:00:00+00:00,32364,85,64,False,
2024-01-19 17:00:00+00:00,33161,83,63,False,
2024-01-19 18:00:00+00:00,34134,82,63,False,
2024-01-19 19:00:00+00:00,34222,83,62,False,
2024-01-19 20:00:00+00:00,33542,82,61,False,
2024-01-19 21:00:00+00:00,30877,83,61,False,
2024-01-19 22:00:00+00:00,28223,85,62,False,
2024-01-19 23:00:00+00:00,26379,85,61,False,
2024-01-20 00:00:00+00:00,24538,85,60,False,
2024-01-20 01:00:00+00:00,23039,83,58,False,
2024-01-20 02:00:00+00:00,22145,83,57,False,
2024-01-20 03:00:00+00:00,21686,82,55,False,
2024-01-20 04:00:00+00:00,21613,81,55,False,
2024-01-20 05:00:00+00:00,22049,80,54,False,
2024-01-20 06:00:00+00:00,23419,76,49,False,
2024-01-20 07:00:00+00:00,25110,78,49,False,
2024-01-20 08:00:00+00:00,27073,82,54,False,
2024-01-20 09:00:00+00:00,28613,85,61,False,
2024-01-20 10:00:00+00:00,28520,88,64,False,
2024-01-20 11:00:00+00:00,27767,89,65,False,
2024-01-20 12:00:00+00:00,27465,89,64,False,
2024-01-20 13:00:00+00:00,27479,88,64,False,
2024-01-20 14:00:00+00:00,26849,88,64,False,
2024-01-20 15:00:00+00:00,26557,85,61,False,
2024-01-20 16:00:00+00:00,26977,80,55,False,
2024-01-20 17:00:00+00:00,28284,76,52,False,
2024-01-20 18:00:00+00:00,29905,77,52,False,
2024-01-20 19:00:00+00:00,30469,78,52,False,
2024-01-20 20:00:00+00:00,30522,78,52,False,
2024-01-20 21:00:00+00:00,28898,79,53,False,
2024-01-20 22:00:00+00:00,26676,79,51,False,
2024-01-20 23:00:00+00:00,24857,79,50,False,
2024-01-21 00:00:00+00:00,22950,80,49,False,
2024-01-21 01:00:00+00:00,21552,80,48,False,
2024-01-21 02:00:00+00:00,20765,79,48,False,
2024-01-21 03:00:00+00:00,20260,79,46,False,
2024-01-21 04:00:00+00:00,20039,79,46,False,
2024-01-21 05:00:00+00:00,20366,80,46,False,
2024-01-21 06:00:00+00:00,21273,79,47,False,
2024-01-21 07:00:00+00:00,22192,80,48,False,
2024-01-21 08:00:00+00:00,23585,80,51,False,
2024-01-21 09:00:00+00:00,25122,86,61,False,
2024-01-21 10:00:00+00:00,25366,89,66,False,
2024-01-21 11:00:00+00:00,24993,89,67,False,
2024-01-21 12:00:00+00:00,25014,89,67,False,
2024-01-21 13:00:00+00:00,25368,89,68,False,
2024-01-21 14:00:00+00:00,24604,89,68,False,
2024-01-21 15:00:00+00:00,24266,88,65,False,
2024-01-21 16:00:00+00:00,24897,83,58,False,
2024-01-21 17:00:00+00:00,26721,79,51,False,
2024-01-21 18:00:00+00:00,28979,81,53,False,
2024-01-21 19:00:00+00:00,30264,82,54,False,
2024-01-21 20:00:00+00:00,30864,82,54,False,
2024-01-21 21:00:00+00:00,29198,81,52,False,
2024-01-21 22:00:00+00:00,26722,79,51,False,
2024-01-21 23:00:00+00:00,24377,82,52,False,
2024-01-22 00:00:00+00:00,22709,83,53,False,
2024-01-22 01:00:00+00:00,21535,83,52,False,
2024-01-22 02:00:00+00:00,21026,84,53,False,
2024-01-22 03:00:00+00:00,20972,84,53,False,
2024-01-22 04:00:00+00:00,21588,84,54,False,
2024-01-22 05:00:00+00:00,24212,83,54,False,
2024-01-22 06:00:00+00:00,28993,82,57,False,
2024-01-22 07:00:00+00:00,32579,84,60,False,
2024-01-22 08:00:00+00:00,33313,85,63,False,
2024-01-22 09:00:00+00:00,32963,88,67,False,
2024-01-22 10:00:00+00:00,32170,90,70,False,
2024-01-22 11:00:00+00:00,31486,91,71,False,
